"model","parameter","ci_lower","ci_upper","ci_width_mean","point_estimate","RMSE","CI_True","CI_False"
"one.two.mcmc","spp_int",-0.175157406580276,0.803021557437849,1.01318416177423,-0.000383490752249446,0.230045038127089,49,1
"one.two.mcmc","spp_slp",-0.815991959414008,0.112101251393625,0.987672042497301,-0.270208280038149,0.324213388429809,45,5
"one.two.vb.mf","spp_int",-0.1857394,0.836248175,1.028073545549,-0.0005413381144738,0.226249298880485,49,1
"one.two.vb.mf","spp_slp",-0.799984775,0.146443125,1.0132959322,-0.264452816959365,0.325021353011144,46,4
"one.two.vb.fr","spp_int",-0.247386525,0.854635625,1.06723269618,-0.001544563335208,0.227096181238951,50,0
"one.two.vb.fr","spp_slp",-0.8672599,0.18809015,1.082298162645,-0.26894386661557,0.322283245465808,47,3
"one.three.mcmc","spp_int",-0.180810544875115,0.621386903817921,0.804714292977236,0.0118246560000363,0.198770558787213,48,2
"one.three.mcmc","spp_slp",-0.756943145514551,-0.0015478677882662,0.65854861698577,-0.343358406108239,0.26010230990066,44,6
"one.three.mcmc","mean_int",-0.19711604265998,0.251759639947006,0.448875682606986,0.0188853596452292,NA,NA,NA
"one.three.mcmc","mean_slp",-0.55517945506186,-0.0232048398650776,0.531974615196782,-0.300311270142215,NA,NA,NA
"one.three.mcmc","lam_int",0.00454538502110095,0.681434232529378,0.676888847508277,0.241201596910638,NA,NA,NA
"one.three.mcmc","lam_slp",0.0719140748145639,0.973369769689257,0.901455694874693,0.618389258512546,NA,NA,NA
"one.three.mcmc","null_int",0.00735013085218954,0.0490841076083291,0.0417339767561395,0.0227416821923458,NA,NA,NA
"one.three.mcmc","null_slp",0.00444227739638361,0.0429896570692549,0.0385473796728713,0.0173969744481257,NA,NA,NA
"one.three.vb.mf","spp_int",-0.195710875,0.703154175,0.8671406321725,0.0153438877185395,0.202492493857618,49,1
"one.three.vb.mf","spp_slp",-0.775168725,0.0418745724999998,0.763082187485,-0.351602145547339,0.259412974915202,44,6
"one.three.vb.mf","mean_int",-0.152960225,0.204406825,0.35736705,0.027207580643,NA,NA,NA
"one.three.vb.mf","mean_slp",-0.4937624,-0.0534113125,0.4403510875,-0.27804169571,NA,NA,NA
"one.three.vb.mf","lam_int",0.03816001,0.4987396,0.46057959,0.1893318032,NA,NA,NA
"one.three.vb.mf","lam_slp",0.14372735,0.65857505,0.5148477,0.3643223855,NA,NA,NA
"one.three.vb.mf","null_int",0.018620555,0.0438106675,0.0251901125,0.0298184139,NA,NA,NA
"one.three.vb.mf","null_slp",0.01416651,0.03268625,0.01851974,0.02232032234,NA,NA,NA
"one.three.vb.fr","spp_int",-0.14186705,1.06659525,1.141214377015,0.022664659549056,0.254819701410677,50,0
"one.three.vb.fr","spp_slp",-1.0928785,0.106745175,1.14548893435,-0.331529060742912,0.302537585568101,47,3
"one.three.vb.fr","mean_int",-0.59962495,1.0676215,1.66724645,0.206896903243,NA,NA,NA
"one.three.vb.fr","mean_slp",-0.621004625,0.33550555,0.956510175,-0.160424353251,NA,NA,NA
"one.three.vb.fr","lam_int",0.435960175,0.94507315,0.509112975,0.749987501,NA,NA,NA
"one.three.vb.fr","lam_slp",0.057690355,0.83085035,0.773159995,0.3836503556,NA,NA,NA
"one.three.vb.fr","null_int",0.0847921925,0.473275475,0.3884832825,0.2175160602,NA,NA,NA
"one.three.vb.fr","null_slp",0.04891806,0.206594825,0.157676765,0.1089919227,NA,NA,NA
"two.one.mcmc","spp_int",-0.148743813420907,0.898171475445255,1.05158876932461,0.0672398587255561,0.26244820614945,48,2
"two.one.mcmc","spp_slp",-0.237822741906599,0.582418298252779,1.11390369778197,0.0181498514511495,0.275681607478297,49,1
"two.one.mcmc","mean_int",-0.31508780452335,0.427266460862644,0.742354265385994,0.0697664357382643,NA,NA,NA
"two.one.mcmc","mean_slp",-0.205691520463908,0.28721484877758,0.492906369241488,0.030289590357902,NA,NA,NA
"two.one.mcmc","phy_int",0.00112846919283611,0.101301013902716,0.10017254470988,0.0302446009490049,NA,NA,NA
"two.one.mcmc","phy_slp",0.000162228381420718,0.0403933386031512,0.0402311102217305,0.0088852494010271,NA,NA,NA
"two.one.mcmc","invphy_int",0.00373828608485718,0.0683852224521733,0.0646469363673161,0.0254537732016028,NA,NA,NA
"two.one.mcmc","invphy_slp",0.0809827494456073,0.252945347519803,0.171962598074195,0.147511927305506,NA,NA,NA
"two.one.mcmc","null_int",0.00641023875872263,0.26032853779554,0.253918299036818,0.0927865254762286,NA,NA,NA
"two.one.mcmc","null_slp",0.00134889515965699,0.14086087379731,0.139511978637653,0.0384379251150395,NA,NA,NA
"two.one.vb.mf","spp_int",-0.134237075,0.8909924,1.0707460344,0.06622437494442,0.268768533205921,48,2
"two.one.vb.mf","spp_slp",-0.25738795,0.61413035,1.12545675834,0.01623287523283,0.272145215768339,48,2
"two.one.vb.mf","mean_int",-0.301098125,0.44150215,0.742600275,0.081442917317,NA,NA,NA
"two.one.vb.mf","mean_slp",-0.196248275,0.31024185,0.506490125,0.050140455515,NA,NA,NA
"two.one.vb.mf","phy_int",0.0080925895,0.082040645,0.0739480555,0.02921460964,NA,NA,NA
"two.one.vb.mf","phy_slp",0.00308853175,0.0542122875,0.05112375575,0.0161519318,NA,NA,NA
"two.one.vb.mf","invphy_int",0.00873195925,0.06180023,0.05306827075,0.02572652737,NA,NA,NA
"two.one.vb.mf","invphy_slp",0.08417783,0.2402146,0.15603677,0.1506542048,NA,NA,NA
"two.one.vb.mf","null_int",0.0536698825,0.250802175,0.1971322925,0.1249902314,NA,NA,NA
"two.one.vb.mf","null_slp",0.00811407775,0.1849502,0.17683612225,0.05505255432,NA,NA,NA
"two.one.vb.fr","spp_int",-0.0737972475,1.11541825,1.3279002929,0.085464371619504,0.350747909849179,47,3
"two.one.vb.fr","spp_slp",-0.37944715,0.8113975,1.38153139635,-0.028378289190436,0.386414410639166,48,2
"two.one.vb.fr","mean_int",-0.857618575,1.0809395,1.938558075,0.14090260448,NA,NA,NA
"two.one.vb.fr","mean_slp",-0.548799475,0.645108025,1.1939075,0.0506800620695,NA,NA,NA
"two.one.vb.fr","phy_int",0.393555325,1.7792885,1.385733175,0.894139427,NA,NA,NA
"two.one.vb.fr","phy_slp",0.023636455,0.294958575,0.27132212,0.100642176,NA,NA,NA
"two.one.vb.fr","invphy_int",0.58102695,2.24801525,1.6669883,1.213960928,NA,NA,NA
"two.one.vb.fr","invphy_slp",0.16305385,0.9691815,0.80612765,0.455485307,NA,NA,NA
"two.one.vb.fr","null_int",0.0714823975,1.0572695,0.9857871025,0.356433256,NA,NA,NA
"two.one.vb.fr","null_slp",0.03325235,0.617061375,0.583809025,0.18361741538,NA,NA,NA
"two.two.mcmc","null_sites",1.45144898967573,9.87851459499434,8.42706560531861,6.66796706886489,NA,NA,NA
"two.two.mcmc","inv_sites",0.0145837015016112,2.27892592980545,2.26434222830383,0.57366544016532,NA,NA,NA
"two.two.vb.mf","null_sites",7.1304475,9.6784945,2.548047,8.78773017,NA,NA,NA
"two.two.vb.mf","inv_sites",0.054221985,3.03797725,2.983755265,0.6812691753,NA,NA,NA
"two.two.vb.fr","null_sites",3.18578475,5.41350025,2.2277155,4.26867748,NA,NA,NA
"two.two.vb.fr","inv_sites",0.041874,2.03203675,1.99016275,0.4444437895,NA,NA,NA
"three.one.mcmc.base","spp_int",-0.766327010498828,0.420803260790983,1.53622653262431,-0.552264034273297,1.56182563380794,4,6
"three.one.mcmc.base","spp_slp",-0.758008899922729,0.209671996991315,1.1463108989311,-0.670008074749766,1.31775242419739,4,6
"three.one.mcmc.base","partner_int",-0.131759170848681,0.0856984847059425,0.16918541243123,-0.00875385504514547,0.260147917276097,2,8
"three.one.mcmc.base","mean_int",-0.988027780491274,0.344360559218124,1.3323883397094,-0.326603222937284,NA,NA,NA
"three.one.mcmc.base","mean_slp",-1.051705947991,0.182937626098001,1.234643574089,-0.44282221995195,NA,NA,NA
"three.one.mcmc.base","lam_int",0.00299886289688974,0.427315996404449,0.424317133507559,0.138750480848582,NA,NA,NA
"three.one.mcmc.base","lam_slp",0.00857977523806756,0.555914455996095,0.547334680758028,0.203176900660791,NA,NA,NA
"three.one.mcmc.base","null_int",0.668300649502456,1.79167963022716,1.12337898072471,1.14142652661811,NA,NA,NA
"three.one.mcmc.base","null_slp",0.372492342680727,1.35024299095531,0.977750648274584,0.768845757099392,NA,NA,NA
"three.one.mcmc.base","mean_partner_int",-0.0760449022648564,0.0623596962528757,0.138404598517732,-0.00747148405640642,NA,NA,NA
"three.one.mcmc.base","lam_partner_int",0.0131568398784041,0.911357878844495,0.898201038966091,0.370392784847895,NA,NA,NA
"three.one.mcmc.base","null_partner_int",5.65686602221506e-05,0.004832339449663,0.00477577078944085,0.000968254710745058,NA,NA,NA
"three.one.vb.base.mf","spp_int",-0.598781975,0.2112532,0.9286971965,-0.54693227168072,1.51604800116696,3,7
"three.one.vb.base.mf","spp_slp",-0.60605575,0.108316075,0.762503449,-0.662993492622579,1.30605884357597,4,6
"three.one.vb.base.mf","partner_int",-0.093083005,0.0674025175,0.127642884,-0.0059721034330675,0.257163568224536,2,8
"three.one.vb.base.mf","mean_int",-0.81633115,0.37724045,1.1935716,-0.230935961805,NA,NA,NA
"three.one.vb.base.mf","mean_slp",-1.062364,0.18116575,1.24352975,-0.457356558022,NA,NA,NA
"three.one.vb.base.mf","lam_int",0.0091080355,0.5245462,0.5154381645,0.14779741087,NA,NA,NA
"three.one.vb.base.mf","lam_slp",0.01308545,0.632830125,0.619744675,0.19391725577,NA,NA,NA
"three.one.vb.base.mf","null_int",0.66295815,1.72950775,1.0665496,1.103169048,NA,NA,NA
"three.one.vb.base.mf","null_slp",0.379515425,1.26296125,0.883445825,0.745485075,NA,NA,NA
"three.one.vb.base.mf","mean_partner_int",-0.050061315,0.025345495,0.07540681,-0.01232335814169,NA,NA,NA
"three.one.vb.base.mf","lam_partner_int",0.0341461325,0.84150875,0.8073626175,0.32884907549,NA,NA,NA
"three.one.vb.base.mf","null_partner_int",0.000668499775,0.00575650225,0.005088002475,0.002186220084,NA,NA,NA
"three.one.vb.base.fr","spp_int",-0.7822771,0.5821397,1.715529253,-0.47905508209579,1.5425311978129,4,6
"three.one.vb.base.fr","spp_slp",-0.750121375,0.186639525,1.2108540775,-0.6672255431396,1.32939192501013,4,6
