"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.41512288847819,0,20.7566795349121
"one.two.vb.mf",0.466194025730676,0,13.0937383174896
"one.two.vb.fr",0.411677530715484,0,15.6624178886414
"one.three.mcmc",0.396095087467659,0,29.6203091144562
"one.three.vb.mf",0.530680872128761,0,18.8285803794861
"one.three.vb.fr",0.544016032449618,0,23.2318711280823
"two.one.mcmc",0.613501861675946,0,28.7505838871002
"two.one.vb.mf",0.52894176786218,0,21.4720454216003
"two.one.vb.fr",0.650356360997875,0,25.0229008197784
"two.two.mcmc",1.05779713790814,0.208888888888889,436.438654184341
"two.two.vb.mf",1.19242466662609,0.644444444444444,111.629331588745
"two.two.vb.fr",0.871153065605597,0.111111111111111,128.363644599915
"three.one.mcmc.base",0.963552415136192,0.017,18.5332171916962
"three.one.vb.base.mf",0.371967593532103,0,5.56120944023132
"three.one.vb.base.fr",0.527845470254019,0,3.67337465286255
"three.one.mcmc.partner",0.344570515486573,0,19.3270332813263
"three.one.vb.partner.mf",0.292942823815151,0,4.0944619178772
"three.one.vb.partner.fr",0.372671221060796,0,3.96856212615967
