"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.356976356134641,0,20.5093259811401
"one.two.vb.mf",0.475375831213948,0,13.4180278778076
"one.two.vb.fr",0.488913509551953,0,16.3023421764374
"one.three.mcmc",0.509412829566497,0,26.7198696136475
"one.three.vb.mf",0.411818295303273,0,19.7554388046265
"one.three.vb.fr",0.526716200576901,0,22.4069857597351
"two.one.mcmc",0.501464078666818,0,27.8859670162201
"two.one.vb.mf",0.458048594836064,0,21.8762538433075
"two.one.vb.fr",0.617978075613634,0,25.0188684463501
"two.two.mcmc",0.920428183648756,0.262222222222222,531.399863243103
"two.two.vb.mf",1.3431195507541,0.613333333333333,106.821429491043
"two.two.vb.fr",0.977040243705136,0.151111111111111,126.343043327332
"three.one.mcmc.base",0.381092355894473,0,17.2267663478851
"three.one.vb.base.mf",0.339989713412144,0,5.51946997642517
"three.one.vb.base.fr",0.462780756861901,0,7.10800766944885
"three.one.mcmc.partner",0.41505938738829,0,16.3054361343384
"three.one.vb.partner.mf",0.400844124771315,0,3.40440225601196
"three.one.vb.partner.fr",0.377304621027634,0,5.49579668045044
