"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.499420449583769,0,20.6877083778381
"one.two.vb.mf",0.48442299239956,0,13.2807877063751
"one.two.vb.fr",0.440827511722969,0,15.9984486103058
"one.three.mcmc",0.39129534887323,0,25.2608690261841
"one.three.vb.mf",0.422162717107731,0,19.0390832424164
"one.three.vb.fr",0.577966786720981,0,23.060572385788
"two.one.mcmc",0.422116279698987,0,27.4514546394348
"two.one.vb.mf",0.444126949990847,0,21.9898221492767
"two.one.vb.fr",0.554636832018015,0,25.5197472572327
"two.two.mcmc",0.983477923115513,0.204444444444444,376.585095405579
"two.two.vb.mf",1.13635656954038,0.617777777777778,109.637466192245
"two.two.vb.fr",0.840596431380935,0.115555555555556,126.123765707016
"three.one.mcmc.base",0.420872528783006,0,16.0464107990265
"three.one.vb.base.mf",0.438327269512829,0,5.50526785850525
"three.one.vb.base.fr",0.402013478616787,0,5.21758532524109
"three.one.mcmc.partner",0.476685141939576,0,16.608393907547
"three.one.vb.partner.mf",0.339960782634302,0,4.24065470695496
"three.one.vb.partner.fr",0.365954643213058,0,3.9512403011322
