"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.483955291509078,0,21.4453592300415
"one.two.vb.mf",0.491195898943512,0,12.8950824737549
"one.two.vb.fr",0.423000426408794,0,16.9513101577759
"one.three.mcmc",0.391896577308516,0,28.1062133312225
"one.three.vb.mf",0.517108673927799,0,20.6082983016968
"one.three.vb.fr",0.479925740585521,0,25.1775684356689
"two.one.mcmc",0.528861635749187,0,31.0063064098358
"two.one.vb.mf",0.464813442171956,0,22.0290451049805
"two.one.vb.fr",0.54149227207932,0,25.043918132782
"two.two.mcmc",0.964628235885069,0.266666666666667,455.72056889534
"two.two.vb.mf",1.24724461991326,0.617777777777778,108.245901107788
"two.two.vb.fr",1.15102222252883,0.168888888888889,128.901556015015
"three.one.mcmc.base",0.423816549769713,0,17.2474706172943
"three.one.vb.base.mf",0.377859630991575,0,5.86562585830688
"three.one.vb.base.fr",0.37916674916021,0,5.17452025413513
"three.one.mcmc.partner",0.341651931754919,0,17.9194846153259
"three.one.vb.partner.mf",0.341086829218707,0,3.69466471672058
"three.one.vb.partner.fr",0.326177416847288,0,5.08532977104187
