"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.532966599040186,0,23.4219188690186
"one.two.vb.mf",0.430835582201966,0,14.119090795517
"one.two.vb.fr",0.454574676608961,0,17.1644396781921
"one.three.mcmc",0.451783702596452,0,32.6042556762695
"one.three.vb.mf",0.452161343501315,0,20.377637386322
"one.three.vb.fr",0.498002883587132,0,23.5405497550964
"two.one.mcmc",0.446163893020117,0,32.3192980289459
"two.one.vb.mf",0.433926039324345,0,22.8534064292908
"two.one.vb.fr",0.624347576778055,0,25.2443015575409
"two.two.mcmc",1.06590876120733,0.235555555555556,432.195462465286
"two.two.vb.mf",1.20467274483848,0.64,113.575364351273
"two.two.vb.fr",0.888433226539765,0.142222222222222,126.14284992218
"three.one.mcmc.base",0.521919996896656,0,19.0579781532288
"three.one.vb.base.mf",0.467472422672169,0,5.27014565467834
"three.one.vb.base.fr",0.391300441040776,0,4.33284735679626
"three.one.mcmc.partner",0.337896721745912,0,17.4023854732513
"three.one.vb.partner.mf",0.308346637348429,0,5.48301196098328
"three.one.vb.partner.fr",0.363497476477753,0,5.36913394927979
