"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.510828005270774,0,20.3204555511475
"one.two.vb.mf",0.337766086352247,0,13.1885538101196
"one.two.vb.fr",0.361757146639255,0,15.8750650882721
"one.three.mcmc",0.372272600108744,0,31.631445646286
"one.three.vb.mf",0.462532495679238,0,19.6661682128906
"one.three.vb.fr",0.46043761850675,0,22.6579055786133
"two.one.mcmc",0.580814547740498,0,28.937075138092
"two.one.vb.mf",0.566111983918305,0,21.5872769355774
"two.one.vb.fr",0.431445248199305,0,25.5563621520996
"two.two.mcmc",1.02496199373926,0.253333333333333,386.434032917023
"two.two.vb.mf",1.22704386032827,0.635555555555556,109.07054901123
"two.two.vb.fr",1.02243779094436,0.111111111111111,122.648458242416
"three.one.mcmc.base",0.417137047943561,0,18.1119043827057
"three.one.vb.base.mf",0.341711322068012,0,4.68276643753052
"three.one.vb.base.fr",0.455917793063313,0,5.04426980018616
"three.one.mcmc.partner",0.40448593201048,0,17.0142896175385
"three.one.vb.partner.mf",0.344846797347337,0,3.84732747077942
"three.one.vb.partner.fr",0.33469838842373,0,3.99042224884033
