"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.394202073068829,0,20.3243291378021
"one.two.vb.mf",0.43971746012604,0,12.8673040866852
"one.two.vb.fr",0.392212840436559,0,16.7669262886047
"one.three.mcmc",0.461398080797251,0,25.9920480251312
"one.three.vb.mf",0.417631244277518,0,19.4798521995544
"one.three.vb.fr",0.513776768788872,0,22.1764738559723
"two.one.mcmc",0.495348892942369,0,27.6965956687927
"two.one.vb.mf",0.525751096135102,0,22.0239026546478
"two.one.vb.fr",0.573647181933742,0,24.4191889762878
"two.two.mcmc",1.09009853583283,0.235555555555556,401.485311985016
"two.two.vb.mf",1.15908935692615,0.626666666666667,111.177307605743
"two.two.vb.fr",0.939763035547587,0.111111111111111,126.755926609039
"three.one.mcmc.base",1.21040040094585,0.002,18.1604776382446
"three.one.vb.base.mf",0.365871349723832,0,5.44830799102783
"three.one.vb.base.fr",0.428575017474398,0,4.22928261756897
"three.one.mcmc.partner",0.358942184059519,0,20.6994955539703
"three.one.vb.partner.mf",0.282215439275462,0,4.50912237167358
"three.one.vb.partner.fr",0.408325757823761,0,4.47418761253357
