"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.515979031308465,0,20.3700995445251
"one.two.vb.mf",0.514451719007106,0,13.6517424583435
"one.two.vb.fr",0.555476929056079,0,19.7428796291351
"one.three.mcmc",0.466318833131723,0,25.4410684108734
"one.three.vb.mf",0.366980837003473,0,20.1125192642212
"one.three.vb.fr",0.535206670204276,0,24.020738363266
"two.one.mcmc",0.491859076516709,0,26.9897243976593
"two.one.vb.mf",0.476937668965104,0,21.0353667736053
"two.one.vb.fr",0.689716529381267,0,24.87073969841
"two.two.mcmc",1.01618970655344,0.271111111111111,435.781398773193
"two.two.vb.mf",1.2598997369037,0.662222222222222,107.248293161392
"two.two.vb.fr",1.01341831444847,0.173333333333333,126.972247600555
"three.one.mcmc.base",0.727578970066306,0.001,17.710905790329
"three.one.vb.base.mf",0.436368438144808,0,4.61315417289734
"three.one.vb.base.fr",0.375819368507683,0,4.14486765861511
"three.one.mcmc.partner",0.34164853089182,0,18.9668831825256
"three.one.vb.partner.mf",0.376591130019002,0,4.15830779075623
"three.one.vb.partner.fr",0.426013044891223,0,3.91246557235718
