"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.429852027994874,0,19.7889955043793
"one.two.vb.mf",0.406433907320315,0,12.5928885936737
"one.two.vb.fr",0.422128083698325,0,16.5681989192963
"one.three.mcmc",0.404090877350671,0,24.8929562568665
"one.three.vb.mf",0.51617231613898,0,20.4405715465546
"one.three.vb.fr",0.534989985139882,0,26.935072183609
"two.one.mcmc",0.432948307020784,0,28.4021456241608
"two.one.vb.mf",0.545215279896878,0,20.9624557495117
"two.one.vb.fr",NA,NA,NA
"two.two.mcmc",0.955629637859815,0.235555555555556,512.716734170914
"two.two.vb.mf",1.46313803677286,0.675555555555556,110.896871566772
"two.two.vb.fr",1.01320242225732,0.128888888888889,125.960180997849
"three.one.mcmc.base",0.385864994571703,0,17.4581968784332
"three.one.vb.base.mf",0.359701878589678,0,7.05560445785522
"three.one.vb.base.fr",0.43447654043855,0,4.78735876083374
"three.one.mcmc.partner",0.397786872196305,0,17.1802215576172
"three.one.vb.partner.mf",0.344936452166834,0,4.7019419670105
"three.one.vb.partner.fr",0.481065666942807,0,6.03765821456909
