"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.44322937658208,0,21.086761713028
"one.two.vb.mf",0.37351673598899,0,13.1648964881897
"one.two.vb.fr",0.495462159782741,0,16.0651626586914
"one.three.mcmc",Inf,0.0052,30.9453766345978
"one.three.vb.mf",0.433317273924189,0,20.3070380687714
"one.three.vb.fr",0.560193056788758,0,23.7021179199219
"two.one.mcmc",0.471353430588913,0,33.3261451721191
"two.one.vb.mf",0.515250991693115,0,21.7761981487274
"two.one.vb.fr",0.546793890412494,0,26.389358997345
"two.two.mcmc",1.03841743467121,0.253333333333333,385.553399801254
"two.two.vb.mf",1.20021677817452,0.653333333333333,112.63972401619
"two.two.vb.fr",0.991744946478576,0.106666666666667,129.628001213074
"three.one.mcmc.base",0.624431699480471,0,17.4428145885468
"three.one.vb.base.mf",0.354759977672815,0,6.64849328994751
"three.one.vb.base.fr",0.395461093700996,0,4.49263381958008
"three.one.mcmc.partner",1.22911840434844,0.003,16.9389624595642
"three.one.vb.partner.mf",0.36596174618686,0,5.13042998313904
"three.one.vb.partner.fr",0.439283014412183,0,4.47594666481018
