"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.492765532467599,0,20.6868412494659
"one.two.vb.mf",0.526706723346104,0,13.6317954063416
"one.two.vb.fr",0.570975754391393,0,16.8622727394104
"one.three.mcmc",0.506201270360514,0,25.8944578170776
"one.three.vb.mf",0.392112267145343,0,19.8495607376099
"one.three.vb.fr",0.54063975088279,0,22.3113532066345
"two.one.mcmc",0.544027246141063,0,28.9469361305237
"two.one.vb.mf",0.608598873912308,0,21.8100295066833
"two.one.vb.fr",0.755880805743217,4e-04,23.7538468837738
"two.two.mcmc",0.916576236425141,0.2,484.998999357224
"two.two.vb.mf",1.23743106419868,0.626666666666667,108.163620471954
"two.two.vb.fr",0.880473025344302,0.16,125.2097260952
"three.one.mcmc.base",0.375212541770793,0,17.3567223548889
"three.one.vb.base.mf",0.445591021325439,0,4.04497694969177
"three.one.vb.base.fr",0.506819360885797,0,5.78005933761597
"three.one.mcmc.partner",0.34881339483148,0,18.064573764801
"three.one.vb.partner.mf",0.335287161295515,0,4.63609075546265
"three.one.vb.partner.fr",0.386556314120578,0,4.89719843864441
