"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.404089468138302,0,19.8424158096313
"one.two.vb.mf",0.495751603802962,0,13.1653296947479
"one.two.vb.fr",0.422171661405311,0,18.9024388790131
"one.three.mcmc",0.444714572301548,0,25.4321007728577
"one.three.vb.mf",0.38180135576214,0,19.6609144210815
"one.three.vb.fr",0.45605630601515,0,24.2684814929962
"two.one.mcmc",0.535791102926554,0,29.5381109714508
"two.one.vb.mf",0.620039007985981,0,21.8172433376312
"two.one.vb.fr",0.53471414764379,0,25.9161610603333
"two.two.mcmc",1.0679196156471,0.248888888888889,433.360334396362
"two.two.vb.mf",1.25036760440617,0.648888888888889,106.024465084076
"two.two.vb.fr",0.959988329598594,0.142222222222222,122.78373336792
"three.one.mcmc.base",0.573743621038874,0,18.5520761013031
"three.one.vb.base.mf",0.363966081681929,0,4.45328283309937
"three.one.vb.base.fr",0.358073811215811,0,4.36492657661438
"three.one.mcmc.partner",0.401023050256957,0,16.5863389968872
"three.one.vb.partner.mf",0.362195710364297,0,4.00555181503296
"three.one.vb.partner.fr",0.353056011782211,0,4.30805110931396
