"model","parameter","ci_lower","ci_upper","ci_width_mean","point_estimate","RMSE","CI_True","CI_False"
"one.two.mcmc","spp_int",-0.705578126779885,0.242712102234723,0.994345839544582,0.130846674560574,0.28104758502428,47,3
"one.two.mcmc","spp_slp",-0.235001439269536,0.708937674554807,0.99008855347265,0.309285138189822,0.227946740476915,49,1
"one.two.vb.mf","spp_int",-0.79335625,0.299513125,1.044939954435,0.126594456196523,0.281264850223808,47,3
"one.two.vb.mf","spp_slp",-0.281774875,0.698053775,1.008679009745,0.304169656860243,0.232424463811514,49,1
"one.two.vb.fr","spp_int",-0.766272,0.281087225,1.06868159778,0.129859273175416,0.282519702432957,47,3
"one.two.vb.fr","spp_slp",-0.259148025,0.762038875,1.07189316805,0.310824768417428,0.227816182038199,49,1
"one.three.mcmc","spp_int",-0.525547456188027,0.281850879126588,0.860942097622814,0.181406072169058,0.258969400056143,45,5
"one.three.mcmc","spp_slp",0.0613726047500938,0.850241453875128,0.820120055698783,0.401994284952604,0.147288722412919,50,0
"one.three.mcmc","mean_int",-0.168860394420996,0.375115457000318,0.543975851421314,0.130305907372618,NA,NA,NA
"one.three.mcmc","mean_slp",-0.124985441114998,0.523364644687357,0.648350085802356,0.200107742214017,NA,NA,NA
"one.three.mcmc","lam_int",0.0221660774455575,0.854526914591407,0.832360837145849,0.357341505012709,NA,NA,NA
"one.three.mcmc","lam_slp",0.327288888730492,0.983375244648554,0.656086355918062,0.706617729847287,NA,NA,NA
"one.three.mcmc","null_int",0.0118557427105951,0.0705352949061033,0.0586795521955082,0.0324149095285063,NA,NA,NA
"one.three.mcmc","null_slp",0.0154743921396837,0.0874926029651789,0.0720182108254952,0.040399985753688,NA,NA,NA
"one.three.vb.mf","spp_int",-0.5878895,0.3267248,0.9188139781,0.177766608022808,0.264471393809138,45,5
"one.three.vb.mf","spp_slp",0.09088532,0.8742211,0.873305245095,0.403763822971104,0.153730586246343,50,0
"one.three.vb.mf","mean_int",-0.018945935,0.383268425,0.40221436,0.182816991999,NA,NA,NA
"one.three.vb.mf","mean_slp",-0.023443025,0.523638575,0.5470816,0.236518131282,NA,NA,NA
"one.three.vb.mf","lam_int",0.0666421325,0.591877475,0.5252353425,0.2620963049,NA,NA,NA
"one.three.vb.mf","lam_slp",0.32434305,0.776039025,0.451695975,0.558260043,NA,NA,NA
"one.three.vb.mf","null_int",0.02457667,0.05299133,0.02841466,0.0370508369,NA,NA,NA
"one.three.vb.mf","null_slp",0.0290805625,0.0686330625,0.0395525,0.045619648,NA,NA,NA
"one.three.vb.fr","spp_int",-0.7522552,0.354483625,1.1457044109,0.171613317471508,0.306316671666019,47,3
"one.three.vb.fr","spp_slp",-0.2817244,0.8973443,1.1746378051,0.382334483185664,0.218707195761151,49,1
"one.three.vb.fr","mean_int",-0.50500475,0.5176872,1.02269195,-0.025996528592,NA,NA,NA
"one.three.vb.fr","mean_slp",-0.411443975,0.80223485,1.213678825,0.175192899719,NA,NA,NA
"one.three.vb.fr","lam_int",0.108567725,0.85239355,0.743825825,0.463755007,NA,NA,NA
"one.three.vb.fr","lam_slp",0.345221325,0.93401605,0.588794725,0.689716135,NA,NA,NA
"one.three.vb.fr","null_int",0.05467727,0.22339835,0.16872108,0.1171019508,NA,NA,NA
"one.three.vb.fr","null_slp",0.07174406,0.372545675,0.300801615,0.1800733184,NA,NA,NA
"two.one.mcmc","spp_int",-0.396942182384945,0.578958716528529,0.839346774662524,0.104567727883562,0.253139313990423,44,6
"two.one.mcmc","spp_slp",-2.49820836514954,-0.932164005627698,1.08031423431285,-0.0899416608248162,0.322586862524725,44,6
"two.one.mcmc","mean_int",-0.21345936147923,0.39950908795903,0.61296844943826,0.0836035609381359,NA,NA,NA
"two.one.mcmc","mean_slp",-0.354439482430666,0.160287079699349,0.514726562130015,-0.0997168260491279,NA,NA,NA
"two.one.mcmc","phy_int",0.00188000119990643,0.0630196607934603,0.0611396595935539,0.0224713423211078,NA,NA,NA
