"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.595429536255575,0,19.3779971599579
"one.two.vb.mf",0.556272469856991,0,12.8205540180206
"one.two.vb.fr",0.461266304395039,0,15.7281594276428
"one.three.mcmc",0.359296276202504,0,29.1137092113495
"one.three.vb.mf",0.390978650393556,0,19.6157729625702
"one.three.vb.fr",0.561733261590314,0,23.3007297515869
"two.one.mcmc",0.424635577933529,0,31.7309169769287
"two.one.vb.mf",0.557006881223395,0,20.8876180648804
"two.one.vb.fr",0.560975114776717,0,25.4851417541504
"two.two.mcmc",1.01075595900318,0.355555555555556,369.392575025558
"two.two.vb.mf",1.2091451354114,0.675555555555556,106.58479475975
"two.two.vb.fr",0.870001670498433,0.102222222222222,119.376447200775
"three.one.mcmc.base",0.612465306190282,0,18.0831081867218
"three.one.vb.base.mf",0.408866687334834,0,3.55354070663452
"three.one.vb.base.fr",0.403994967846783,0,3.94892954826355
"three.one.mcmc.partner",0.402631508682979,0,20.9731516838074
"three.one.vb.partner.mf",0.428658118874814,0,4.03812599182129
"three.one.vb.partner.fr",0.476078182483472,0,3.97308850288391
