"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.445381325802661,0,19.9586005210876
"one.two.vb.mf",0.411731937651457,0,12.6639378070831
"one.two.vb.fr",0.426204552291304,0,15.8813190460205
"one.three.mcmc",0.486724647272733,0,26.631290435791
"one.three.vb.mf",0.434518025221159,0,19.9676380157471
"one.three.vb.fr",0.519849406013784,0,23.0395970344543
"two.one.mcmc",0.611931905997918,0,28.3753895759583
"two.one.vb.mf",0.514025524542427,0,21.000748872757
"two.one.vb.fr",0.494214070581673,0,25.2712352275848
"two.two.mcmc",0.896034670174744,0.266666666666667,556.22936964035
"two.two.vb.mf",1.17514692528824,0.604444444444444,108.04686665535
"two.two.vb.fr",0.932504625157407,0.133333333333333,127.726221323013
"three.one.mcmc.base",0.471454818896696,0,18.3928518295288
"three.one.vb.base.mf",0.615094758402678,0,5.8639874458313
"three.one.vb.base.fr",0.773128018606937,0.007,5.22699046134949
"three.one.mcmc.partner",0.393213350262674,0,17.6201171875
"three.one.vb.partner.mf",0.324984648130493,0,4.10928463935852
"three.one.vb.partner.fr",0.421989824816314,0,6.25499653816223
