"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.470489705665891,0,20.3204128742218
"one.two.vb.mf",0.423685005634899,0,12.8487718105316
"one.two.vb.fr",0.608260666214695,0,16.9138872623444
"one.three.mcmc",0.374705413352562,0,29.3075475692749
"one.three.vb.mf",0.43791732600363,0,19.7863109111786
"one.three.vb.fr",0.634278553099387,0,22.4044051170349
"two.one.mcmc",0.669145649814486,0,29.2510163784027
"two.one.vb.mf",0.977320692409762,0.002,22.8992214202881
"two.one.vb.fr",0.722129172017826,4e-04,24.7826242446899
"two.two.mcmc",0.978292277847478,0.293333333333333,554.662001609802
"two.two.vb.mf",1.21119943142557,0.542222222222222,109.182465076447
"two.two.vb.fr",0.924561133204896,0.115555555555556,122.907657146454
"three.one.mcmc.base",0.413147298927527,0,17.8755645751953
"three.one.vb.base.mf",0.430886347668064,0,4.62618350982666
"three.one.vb.base.fr",0.521299270744963,0,4.14925265312195
"three.one.mcmc.partner",0.440403583832203,0,20.5757093429565
"three.one.vb.partner.mf",0.395523934795475,0,5.41863417625427
"three.one.vb.partner.fr",0.429142781229043,0,4.53976607322693
