"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.395162311923362,0,19.6872773170471
"one.two.vb.mf",0.484512685783583,0,13.4021315574646
"one.two.vb.fr",0.528838503269982,0,16.6228387355804
"one.three.mcmc",0.41100112276317,0,26.2057318687439
"one.three.vb.mf",0.450749017351978,0,19.7690255641937
"one.three.vb.fr",0.536743767002672,0,23.6936905384064
"two.one.mcmc",0.496977834530418,0,28.4438986778259
"two.one.vb.mf",0.638081753289596,0,21.4681243896484
"two.one.vb.fr",0.641660315276179,0,25.2503035068512
"two.two.mcmc",0.992904506166193,0.248888888888889,536.531814575195
"two.two.vb.mf",1.1925457327811,0.613333333333333,106.424600124359
"two.two.vb.fr",0.917511127370867,0.177777777777778,126.26514339447
"three.one.mcmc.base",0.437838782384827,0,16.9642548561096
"three.one.vb.base.mf",0.368394785953722,0,6.79317879676819
"three.one.vb.base.fr",0.404287021680132,0,7.77744579315186
"three.one.mcmc.partner",0.497731973296895,0,16.5081789493561
"three.one.vb.partner.mf",0.401014928932709,0,4.94992876052856
"three.one.vb.partner.fr",0.46753421899305,0,3.9979841709137
