"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.44904413129851,0,20.2966060638428
"one.two.vb.mf",0.53587907969633,0,12.4339008331299
"one.two.vb.fr",0.511937080312761,0,15.7832026481628
"one.three.mcmc",0.464468308618977,0,26.3885157108307
"one.three.vb.mf",0.44984541513124,0,20.5668520927429
"one.three.vb.fr",0.553566783301801,0,23.3899776935577
"two.one.mcmc",0.531018734853588,0,27.4966676235199
"two.one.vb.mf",0.481265187130665,0,21.2792062759399
"two.one.vb.fr",NA,NA,NA
"two.two.mcmc",1.12162798577481,0.293333333333333,336.093051195145
"two.two.vb.mf",1.11815812715551,0.635555555555556,103.901838541031
"two.two.vb.fr",0.884382991625107,0.106666666666667,122.685308456421
"three.one.mcmc.base",0.356882678523468,0,17.7928960323334
"three.one.vb.base.mf",0.382770762249735,0,4.67519950866699
"three.one.vb.base.fr",0.376176535181588,0,5.10425519943237
"three.one.mcmc.partner",0.379597772744976,0,16.8953642845154
"three.one.vb.partner.mf",0.305469631636774,0,4.41766834259033
"three.one.vb.partner.fr",0.373021572457078,0,4.30519151687622
