"model","parameter","ci_lower","ci_upper","ci_width_mean","point_estimate","RMSE","CI_True","CI_False"
"one.two.mcmc","spp_int",0.0181027980081874,0.988866230706129,0.997027954538246,-0.0184940754250094,0.215866465436157,49,1
"one.two.mcmc","spp_slp",-0.946102918429462,0.173025813925833,1.04863096248033,-0.098931441570421,0.282548660891342,47,3
"one.two.vb.mf","spp_int",-0.0460320725,1.007611,1.032408111135,-0.017945920652444,0.211740737776702,49,1
"one.two.vb.mf","spp_slp",-0.9686682,0.226319225,1.0869034443,-0.099151559014454,0.282719557552129,46,4
"one.two.vb.fr","spp_int",-0.0231098575,1.02188225,1.06338991225,-0.0176903317210788,0.213707407726499,49,1
"one.two.vb.fr","spp_slp",-0.95962285,0.199011725,1.14392964375,-0.095507236102466,0.284523708771309,47,3
"one.three.mcmc","spp_int",0.0105041337822691,1.0629665659758,1.01437547673952,-0.0299814140195394,0.225996067433972,49,1
"one.three.mcmc","spp_slp",-0.826328791302607,0.066966022472226,0.832801063963474,-0.135863251978679,0.190732791344189,48,2
"one.three.mcmc","mean_int",-0.30286084890548,0.336542751937438,0.639403600842918,0.0171765300594535,NA,NA,NA
"one.three.mcmc","mean_slp",-0.439257731896025,0.0660141906679869,0.505271922564012,-0.173703270774318,NA,NA,NA
"one.three.mcmc","lam_int",0.0254399067099172,0.649847602201082,0.624407695491165,0.28486229294499,NA,NA,NA
"one.three.mcmc","lam_slp",0.0928761747519241,0.962505696510196,0.869629521758272,0.562881561242965,NA,NA,NA
"one.three.mcmc","null_int",0.0529396613626059,0.186010271250917,0.133070609888311,0.101418473042357,NA,NA,NA
"one.three.mcmc","null_slp",0.0112923946420557,0.0772966779770483,0.0660042833349926,0.0347952080172509,NA,NA,NA
"one.three.vb.mf","spp_int",0.0886292375,1.1152975,1.0507462001,-0.026602797110516,0.227837578894924,49,1
"one.three.vb.mf","spp_slp",-0.841012075,0.0356332825,0.9159381223,-0.13581589211403,0.219728079095571,48,2
"one.three.vb.mf","mean_int",-0.2596654,0.315559025,0.575224425,0.0338452392029,NA,NA,NA
"one.three.vb.mf","mean_slp",-0.3734718,0.0509981025,0.4244699025,-0.1506662089259,NA,NA,NA
"one.three.vb.mf","lam_int",0.0466184325,0.6040742,0.5574557675,0.2511221225,NA,NA,NA
"one.three.vb.mf","lam_slp",0.1473097,0.71503155,0.56772185,0.4051927605,NA,NA,NA
"one.three.vb.mf","null_int",0.0673414175,0.163646225,0.0963048075,0.1056941473,NA,NA,NA
"one.three.vb.mf","null_slp",0.0282044,0.06606711,0.03786271,0.0439371602,NA,NA,NA
"one.three.vb.fr","spp_int",0.0629033375,1.25278475,1.20986342585,-0.0544973444738651,0.262450859783517,48,2
"one.three.vb.fr","spp_slp",-1.08627825,0.1257245,1.2453209172,-0.124169277872684,0.315822557744199,47,3
"one.three.vb.fr","mean_int",-0.554656975,0.441218225,0.9958752,-0.038026214765,NA,NA,NA
"one.three.vb.fr","mean_slp",-0.496434525,0.381517,0.877951525,-0.064209931286,NA,NA,NA
"one.three.vb.fr","lam_int",0.0402867725,0.89245585,0.8521690775,0.40099312421,NA,NA,NA
"one.three.vb.fr","lam_slp",0.0661672275,0.8494722,0.7833049725,0.40666092204,NA,NA,NA
"one.three.vb.fr","null_int",0.1222297,0.5596917,0.437462,0.2761432993,NA,NA,NA
