"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.397410908886239,0,20.9014668464661
"one.two.vb.mf",0.427099148669891,0,13.2325768470764
"one.two.vb.fr",0.454060300234815,0,19.8908743858337
"one.three.mcmc",0.523339265418416,0,26.2893793582916
"one.three.vb.mf",0.414282298374183,0,20.246915102005
"one.three.vb.fr",0.505268619230615,0,23.5822954177856
"two.one.mcmc",0.561733146410877,0,28.6805286407471
"two.one.vb.mf",0.498198985706826,0,21.1707675457001
"two.one.vb.fr",NA,NA,NA
"two.two.mcmc",0.963153521900521,0.186666666666667,413.681787729263
"two.two.vb.mf",1.24325572447455,0.64,112.257898569107
"two.two.vb.fr",1.08144194082894,0.16,126.403615474701
"three.one.mcmc.base",0.453061073640206,0,17.0900063514709
"three.one.vb.base.mf",0.490341444489415,0,4.89998292922974
"three.one.vb.base.fr",0.696668760835531,0,4.48045921325684
"three.one.mcmc.partner",0.379151032063497,0,19.6235926151276
"three.one.vb.partner.mf",0.388153348070974,0,4.15044450759888
"three.one.vb.partner.fr",0.476655002721458,0,4.4268274307251
