"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.551016834930258,0,20.5993921756744
"one.two.vb.mf",0.397163593384648,0,13.0897836685181
"one.two.vb.fr",0.57089524940244,0,16.9062571525574
"one.three.mcmc",0.482918287520171,0,27.7267751693726
"one.three.vb.mf",0.45487530622555,0,19.6999244689941
"one.three.vb.fr",0.49929523904996,0,23.0333480834961
"two.one.mcmc",0.509078012977206,0,27.9158947467804
"two.one.vb.mf",0.338657928829302,0,20.6313712596893
"two.one.vb.fr",0.489708688775434,0,24.7127404212952
"two.two.mcmc",1.09977205220303,0.324444444444444,355.250447273254
"two.two.vb.mf",1.29067860909892,0.622222222222222,108.448506593704
"two.two.vb.fr",1.00788107857213,0.124444444444444,126.673545360565
"three.one.mcmc.base",0.854038998042111,0.002,17.194310426712
"three.one.vb.base.mf",0.469517301553276,0,4.69489288330078
"three.one.vb.base.fr",0.592977931869985,0,4.0871787071228
"three.one.mcmc.partner",Inf,0.109,20.2612729072571
"three.one.vb.partner.mf",0.33682816847553,0,4.45565271377563
"three.one.vb.partner.fr",0.419425312903929,0,7.56277847290039
