"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.41954273408105,0,20.1920621395111
"one.two.vb.mf",0.377012853718679,0,13.6939651966095
"one.two.vb.fr",0.482547105915226,0,16.1909191608429
"one.three.mcmc",0.521922565322189,0,27.0122015476227
"one.three.vb.mf",0.423020099625792,0,19.3911190032959
"one.three.vb.fr",0.393418161978629,0,23.5491809844971
"two.one.mcmc",0.582678818481639,0,31.0650601387024
"two.one.vb.mf",0.621386850691146,0,21.9522724151611
"two.one.vb.fr",0.605260656494803,0,26.3272821903229
"two.two.mcmc",0.939675892154002,0.195555555555556,472.487709522247
"two.two.vb.mf",1.20604488373394,0.586666666666667,110.967067718506
"two.two.vb.fr",0.935382609923329,0.128888888888889,128.18568611145
"three.one.mcmc.base",0.414321006820542,0,16.1419954299927
"three.one.vb.base.mf",0.490119306151858,0,4.46605515480042
"three.one.vb.base.fr",0.568540447577899,0,4.18273496627808
"three.one.mcmc.partner",Inf,0.026,19.6867477893829
"three.one.vb.partner.mf",0.347520034607658,0,4.14881277084351
"three.one.vb.partner.fr",0.396220571975904,0,4.0297315120697
