"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.469663484775504,0,20.1684942245483
"one.two.vb.mf",0.440476439637538,0,13.8101887702942
"one.two.vb.fr",0.444062885967046,0,17.1299939155579
"one.three.mcmc",0.697348720933229,0,25.7636797428131
"one.three.vb.mf",0.411888352941148,0,18.7901802062988
"one.three.vb.fr",0.519906603022193,0,22.3549840450287
"two.one.mcmc",0.478860038468637,0,27.9875011444092
"two.one.vb.mf",0.465606981243218,0,21.3375041484833
"two.one.vb.fr",0.549543228014269,0,25.5640451908112
"two.two.mcmc",1.10385315375937,0.244444444444444,398.845207452774
"two.two.vb.mf",1.23054775269749,0.662222222222222,110.375482559204
"two.two.vb.fr",0.958057605204933,0.142222222222222,128.597683906555
"three.one.mcmc.base",Inf,0.007,21.1232640743256
"three.one.vb.base.mf",0.365310048119208,0,4.86555147171021
"three.one.vb.base.fr",0.358388569875639,0,3.97219729423523
"three.one.mcmc.partner",0.397310303259669,0,16.8900122642517
"three.one.vb.partner.mf",0.32337691005243,0,3.90063858032227
"three.one.vb.partner.fr",0.375598420598064,0,4.08965611457825
