"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.459829895454961,0,20.3188238143921
"one.two.vb.mf",0.399245720339682,0,13.2226181030273
"one.two.vb.fr",0.464881290984592,0,16.5096321105957
"one.three.mcmc",0.598910245851162,0,28.3971209526062
"one.three.vb.mf",0.387731167193662,0,19.7651727199554
"one.three.vb.fr",0.539902768680009,0,23.7805490493774
"two.one.mcmc",0.479699798132492,0,28.2160716056824
"two.one.vb.mf",0.419583728829629,0,23.2372207641602
"two.one.vb.fr",0.559336897659187,0,25.4056663513184
"two.two.mcmc",0.996291781647283,0.217777777777778,418.192889928818
"two.two.vb.mf",1.23807174860944,0.635555555555556,112.283494472504
"two.two.vb.fr",0.854817129340783,0.115555555555556,124.231748580933
"three.one.mcmc.base",Inf,0.016,18.1055521965027
"three.one.vb.base.mf",0.336997406314347,0,5.49104118347168
"three.one.vb.base.fr",0.705927894800809,0.001,5.74821138381958
"three.one.mcmc.partner",0.723350765574535,0.001,18.7945327758789
"three.one.vb.partner.mf",0.327572738261983,0,5.03636860847473
"three.one.vb.partner.fr",NA,NA,NA
