"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.425269262516237,0,19.9551858901978
"one.two.vb.mf",0.487894268923098,0,13.3248467445374
"one.two.vb.fr",0.552817679446225,0,16.5567841529846
"one.three.mcmc",0.442269950645365,0,26.736269235611
"one.three.vb.mf",0.581130303333222,0,20.0913457870483
"one.three.vb.fr",0.548077640850754,0,23.6921353340149
"two.one.mcmc",0.4493744149265,0,28.9109079837799
"two.one.vb.mf",0.430349308185043,0,22.0751807689667
"two.one.vb.fr",0.556474548395666,0,24.1700880527496
"two.two.mcmc",0.9544162376427,0.208888888888889,400.224113464355
"two.two.vb.mf",1.10806695535062,0.582222222222222,109.083774805069
"two.two.vb.fr",0.891604522752099,0.155555555555556,122.434228181839
"three.one.mcmc.base",0.521434727441407,0,16.3506484031677
"three.one.vb.base.mf",0.370569045461384,0,4.02829217910767
"three.one.vb.base.fr",0.342913576568035,0,5.68226265907288
"three.one.mcmc.partner",0.621730452228548,0,16.8640141487122
"three.one.vb.partner.mf",0.334112878860388,0,5.19156336784363
"three.one.vb.partner.fr",0.361678184986424,0,4.92288637161255
