"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.46300107216905,0,20.0128920078278
"one.two.vb.mf",0.491122820423211,0,14.0657846927643
"one.two.vb.fr",0.497716896172878,0,17.417891740799
"one.three.mcmc",0.48846995593016,0,25.7299559116364
"one.three.vb.mf",0.386569867235914,0,19.6941883563995
"one.three.vb.fr",0.568505970313022,0,22.974543094635
"two.one.mcmc",0.43383735331609,0,29.496574640274
"two.one.vb.mf",0.524130233910256,0,21.1692352294922
"two.one.vb.fr",0.588146506678813,0,23.7589905261993
"two.two.mcmc",1.13396510587858,0.315555555555556,343.301657438278
"two.two.vb.mf",1.20591089076915,0.604444444444444,107.471592664719
"two.two.vb.fr",1.00149111494329,0.12,123.591578245163
"three.one.mcmc.base",0.627717715851296,0,17.2626795768738
"three.one.vb.base.mf",0.422809090900822,0,4.96867370605469
"three.one.vb.base.fr",0.470963679161503,0,5.47863125801086
"three.one.mcmc.partner",0.658040359771137,0,17.158264875412
"three.one.vb.partner.mf",0.387316758367611,0,4.43515110015869
"three.one.vb.partner.fr",0.406607968947374,0,4.242924451828
