"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.47249415325409,0,19.2345180511475
"one.two.vb.mf",0.556596021872662,0,12.8326070308685
"one.two.vb.fr",0.546192254423626,0,15.1849114894867
"one.three.mcmc",0.389492051235961,0,26.8046660423279
"one.three.vb.mf",0.386320209170464,0,19.6138710975647
"one.three.vb.fr",0.449918023790851,0,24.3458783626556
"two.one.mcmc",0.743310724925388,4e-04,32.4049801826477
"two.one.vb.mf",0.461383339956825,0,20.9422647953033
"two.one.vb.fr",0.770621448099275,4e-04,24.5579369068146
"two.two.mcmc",1.02865112790463,0.271111111111111,396.72882771492
"two.two.vb.mf",1.18345909200603,0.622222222222222,107.859921216965
"two.two.vb.fr",0.960212036785317,0.0977777777777778,122.376312971115
"three.one.mcmc.base",0.380595960015924,0,16.9787888526917
"three.one.vb.base.mf",0.368468949019624,0,4.71925163269043
"three.one.vb.base.fr",0.460648423832694,0,3.67208623886108
"three.one.mcmc.partner",0.429292079042591,0,18.2282679080963
"three.one.vb.partner.mf",0.348045112850517,0,5.98660826683044
"three.one.vb.partner.fr",0.341448808262297,0,5.13614916801453
