"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.485410982579087,0,20.9573516845703
"one.two.vb.mf",0.513793955589319,0,13.4451944828033
"one.two.vb.fr",0.439920997160289,0,15.6391921043396
"one.three.mcmc",0.555303540468817,0,25.4771535396576
"one.three.vb.mf",0.359604445347363,0,19.866287946701
"one.three.vb.fr",0.579099015420175,0,24.6839959621429
"two.one.mcmc",0.700860851507678,4e-04,27.9615852832794
"two.one.vb.mf",0.710767286876892,4e-04,21.795738697052
"two.one.vb.fr",0.718870496577585,4e-04,23.9710445404053
"two.two.mcmc",1.01122119379642,0.284444444444444,527.106993198395
"two.two.vb.mf",1.2629661427892,0.631111111111111,107.222548723221
"two.two.vb.fr",1.02938923647797,0.137777777777778,124.484667062759
"three.one.mcmc.base",0.763468440777978,0.001,17.8929462432861
"three.one.vb.base.mf",0.467294789663128,0,5.4033350944519
"three.one.vb.base.fr",0.431654833688109,0,4.78535771369934
"three.one.mcmc.partner",0.378856245346683,0,19.7091853618622
"three.one.vb.partner.mf",0.628404180311001,0,4.52053761482239
"three.one.vb.partner.fr",0.545227060407395,0,6.40925240516663
