"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.415993711369866,0,20.4527020454407
"one.two.vb.mf",0.444694773567304,0,13.6169722080231
"one.two.vb.fr",0.438103553669743,0,15.6334779262543
"one.three.mcmc",0.480156906449656,0,28.2639980316162
"one.three.vb.mf",0.408089119308523,0,20.3012008666992
"one.three.vb.fr",0.501284798447236,0,23.4016649723053
"two.one.mcmc",0.501864091450473,0,28.1400425434113
"two.one.vb.mf",0.490021160921853,0,21.8491837978363
"two.one.vb.fr",0.584642690528508,0,24.4205515384674
"two.two.mcmc",1.10138965847381,0.204444444444444,643.030253171921
"two.two.vb.mf",1.20335736365455,0.693333333333333,104.846154212952
"two.two.vb.fr",0.895577074817989,0.142222222222222,123.508119344711
"three.one.mcmc.base",0.377739249558746,0,19.758770942688
"three.one.vb.base.mf",0.367340815995053,0,5.11463332176208
"three.one.vb.base.fr",0.365645033574214,0,5.13039875030518
"three.one.mcmc.partner",0.35376365752627,0,16.4407551288605
"three.one.vb.partner.mf",0.34041802971195,0,4.38075733184814
"three.one.vb.partner.fr",0.365116239216004,0,5.34292268753052
