"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.4544031492083,0,19.7913210391998
"one.two.vb.mf",0.485497647924131,0,13.7488174438477
"one.two.vb.fr",0.403242539149125,0,19.8594896793365
"one.three.mcmc",0.401062114250064,0,25.6018061637878
"one.three.vb.mf",0.376453585249277,0,18.3524148464203
"one.three.vb.fr",0.571860425208827,0,24.4297196865082
"two.one.mcmc",0.427763177339079,0,27.9861776828766
"two.one.vb.mf",0.492847853341722,0,20.331835269928
"two.one.vb.fr",0.490835698955136,0,25.4116883277893
"two.two.mcmc",1.04566381627893,0.262222222222222,547.536930084229
"two.two.vb.mf",1.17566170744707,0.72,105.710015535355
"two.two.vb.fr",0.976181179849318,0.186666666666667,126.592530012131
"three.one.mcmc.base",0.876497730000757,0.013,17.1088004112244
"three.one.vb.base.mf",0.946473890925565,0.022,3.91019177436829
"three.one.vb.base.fr",1.59269055718415,0.045,4.06156492233276
"three.one.mcmc.partner",0.609254065616864,0,16.0052077770233
"three.one.vb.partner.mf",0.353095561836077,0,4.54014110565186
"three.one.vb.partner.fr",0.412004316554145,0,7.17093658447266
