"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.408650679676447,0,20.5249717235565
"one.two.vb.mf",0.451153557562269,0,13.5815880298615
"one.two.vb.fr",0.501682521140397,0,19.8789057731628
"one.three.mcmc",0.369707487285976,0,28.8093733787537
"one.three.vb.mf",0.446519496324684,0,19.3343639373779
"one.three.vb.fr",0.470553404490529,0,23.5173225402832
"two.one.mcmc",0.751663626709137,8e-04,28.1588351726532
"two.one.vb.mf",0.615335722751451,0,19.8656673431396
"two.one.vb.fr",NA,NA,NA
"two.two.mcmc",0.858063537126905,0.226666666666667,434.837883710861
"two.two.vb.mf",1.24897301688971,0.671111111111111,112.76552772522
"two.two.vb.fr",0.936264409235036,0.173333333333333,129.252025604248
"three.one.mcmc.base",0.447393791420726,0,17.2037286758423
"three.one.vb.base.mf",0.523321247248996,0,4.0763521194458
"three.one.vb.base.fr",0.494819005024208,0,4.81515955924988
"three.one.mcmc.partner",0.415954563468312,0,17.776643037796
"three.one.vb.partner.mf",0.327903452612401,0,4.71849632263184
"three.one.vb.partner.fr",0.351127103726662,0,4.02723908424377
