"model","parameter","ci_lower","ci_upper","ci_width_mean","point_estimate","RMSE","CI_True","CI_False"
"one.two.mcmc","spp_int",-0.437648503933119,0.535883237519384,0.990726533524282,-0.157431125446845,0.260586458127633,47,3
"one.two.mcmc","spp_slp",-0.581172094935476,0.504472810396005,1.10882624486343,-0.0625604113286525,0.272548147435107,48,2
"one.two.vb.mf","spp_int",-0.496538825,0.506541725,1.03288973685,-0.160506834997445,0.262962180867734,47,3
"one.two.vb.mf","spp_slp",-0.586173525,0.517822875,1.1568106153,-0.063031245850886,0.274763049665021,48,2
"one.two.vb.fr","spp_int",-0.473420975,0.57241115,1.057081545305,-0.157741960940542,0.262854539274445,48,2
"one.two.vb.fr","spp_slp",-0.594845175,0.543330725,1.2170491275,-0.06302548608968,0.276287478748101,48,2
"one.three.mcmc","spp_int",-0.434791500841028,0.40639757168124,0.879160044923158,-0.204175329917508,0.241365160890171,46,4
"one.three.mcmc","spp_slp",-0.52530284636246,0.362145740568198,0.935759993785129,-0.0841138686690612,0.217334584496571,49,1
"one.three.mcmc","mean_int",-0.392936228549605,0.00901745810356029,0.401953686653166,-0.196435735974486,NA,NA,NA
"one.three.mcmc","mean_slp",-0.342145272446981,0.163988229708392,0.506133502155374,-0.0952205709206715,NA,NA,NA
"one.three.mcmc","lam_int",0.00537622205409161,0.646184330870576,0.640808108816485,0.220375145802912,NA,NA,NA
"one.three.mcmc","lam_slp",0.0483961944170976,0.866093330566769,0.817697136149672,0.42151888735338,NA,NA,NA
"one.three.mcmc","null_int",0.0193162655734564,0.0871347407760593,0.0678184752026028,0.0449431021515948,NA,NA,NA
"one.three.mcmc","null_slp",0.0140612702425581,0.0976851102615063,0.0836238400189482,0.0446564884038249,NA,NA,NA
"one.three.vb.mf","spp_int",-0.4859471,0.411074975,0.94165728255,-0.206659248059764,0.247881889581706,46,4
"one.three.vb.mf","spp_slp",-0.679125675,0.4500984,1.018694428325,-0.080631913690726,0.230234949712744,49,1
"one.three.vb.mf","mean_int",-0.367207325,-0.00952607950000002,0.3576812455,-0.193106651654,NA,NA,NA
"one.three.vb.mf","mean_slp",-0.3286216,0.0896099275,0.4182315275,-0.116067592519,NA,NA,NA
"one.three.vb.mf","lam_int",0.02788177,0.5039649,0.47608313,0.17759577394,NA,NA,NA
"one.three.vb.mf","lam_slp",0.093628285,0.64894545,0.555317165,0.3217448895,NA,NA,NA
"one.three.vb.mf","null_int",0.03457374,0.0795163075,0.0449425675,0.0535662134,NA,NA,NA
"one.three.vb.mf","null_slp",0.03475438,0.086788045,0.052033665,0.0568349173,NA,NA,NA
"one.three.vb.fr","spp_int",-0.47978915,0.633337725,1.113936304004,-0.193909994828165,0.251283587988126,49,1
"one.three.vb.fr","spp_slp",-0.675301625,0.6004227,1.32857544975,-0.098550845767898,0.288843289612235,49,1
"one.three.vb.fr","mean_int",-0.683646875,0.439754425,1.1234013,-0.112859774905,NA,NA,NA
"one.three.vb.fr","mean_slp",-0.66366525,0.49895675,1.162622,-0.08006353627,NA,NA,NA
"one.three.vb.fr","lam_int",0.313935825,0.925399225,0.6114634,0.683274498,NA,NA,NA
"one.three.vb.fr","lam_slp",0.266082225,0.926189075,0.66010685,0.651471049,NA,NA,NA
"one.three.vb.fr","null_int",0.0855061325,0.39228665,0.3067805175,0.1907455649,NA,NA,NA
"one.three.vb.fr","null_slp",0.103329075,0.471222425,0.36789335,0.2470463898,NA,NA,NA
"two.one.mcmc","spp_int",-0.292950169421388,0.633955071334625,0.985081676850858,-0.195738336760951,0.237740397957872,48,2
"two.one.mcmc","spp_slp",-0.525227448701537,0.354600064955264,1.1106779859519,-0.032791629990806,0.238265383802713,48,2
"two.one.mcmc","mean_int",-0.455087826463486,0.162512200513454,0.61760002697694,-0.161853465473547,NA,NA,NA
"two.one.mcmc","mean_slp",-0.306882491865592,0.165715945774915,0.472598437640507,-0.0503487045190529,NA,NA,NA
"two.one.mcmc","phy_int",0.00301536066117192,0.107889911505327,0.104874550844155,0.0355476306818513,NA,NA,NA
"two.one.mcmc","phy_slp",0.000240281881706484,0.046909998987971,0.0466697171062645,0.010974039310681,NA,NA,NA
"two.one.mcmc","invphy_int",0.000723780075630634,0.0410272174917058,0.0403034374160751,0.0115974111096145,NA,NA,NA
"two.one.mcmc","invphy_slp",0.0179292650795286,0.116222448277002,0.0982931831974731,0.0532101367993723,NA,NA,NA
"two.one.mcmc","null_int",0.00914559095346148,0.22911474949703,0.219969158543568,0.094200584453636,NA,NA,NA
"two.one.mcmc","null_slp",0.000865511108546461,0.182927020254576,0.182061509146029,0.0516221393847033,NA,NA,NA
"two.one.vb.mf","spp_int",-0.339650825,0.71030175,1.0127475486,-0.196184224026202,0.235275052880098,49,1
"two.one.vb.mf","spp_slp",-0.6280978,0.41978595,1.16287590455,-0.0326501723597236,0.246657771308574,48,2
"two.one.vb.mf","mean_int",-0.46597665,0.10564305,0.5716197,-0.174254476713,NA,NA,NA
"two.one.vb.mf","mean_slp",-0.256547275,0.125604875,0.38215215,-0.0697760021632,NA,NA,NA
"two.one.vb.mf","phy_int",0.00601434525,0.0946238799999999,0.0886095347499999,0.03035901373,NA,NA,NA
"two.one.vb.mf","phy_slp",0.00258739275,0.05643057,0.05384317725,0.01685003052,NA,NA,NA
"two.one.vb.mf","invphy_int",0.00124422475,0.037173095,0.03592887025,0.010105583342,NA,NA,NA
"two.one.vb.mf","invphy_slp",0.0256697525,0.115419775,0.0897500225,0.0588235752,NA,NA,NA
"two.one.vb.mf","null_int",0.0724975975,0.2385461,0.1660485025,0.1368075681,NA,NA,NA
"two.one.vb.mf","null_slp",0.030699555,0.21091835,0.180218795,0.0920623459,NA,NA,NA
"two.one.vb.fr","spp_int",-0.26119815,0.926685375,1.2474132935,-0.176969373559076,0.290040921961924,49,1
"two.one.vb.fr","spp_slp",-0.824603975,0.535012675,1.5120659702,-0.018438521132698,0.312963765770074,49,1
"two.one.vb.fr","mean_int",-0.909518225,0.7937014,1.703219625,-0.040815957582,NA,NA,NA
"two.one.vb.fr","mean_slp",-0.758208125,0.80750995,1.565718075,0.02238023907199,NA,NA,NA
"two.one.vb.fr","phy_int",0.257620125,1.476181,1.218560875,0.694418143,NA,NA,NA
"two.one.vb.fr","phy_slp",0.105563075,0.79955455,0.693991475,0.3395053905,NA,NA,NA
"two.one.vb.fr","invphy_int",0.02133607,0.35028055,0.32894448,0.11327772768,NA,NA,NA
"two.one.vb.fr","invphy_slp",0.0265578725,0.286269025,0.2597111525,0.1066552465,NA,NA,NA
"two.one.vb.fr","null_int",0.03764433,0.719192525,0.681548195,0.2093257391,NA,NA,NA
"two.one.vb.fr","null_slp",0.0932664975,0.77927995,0.6860134525,0.3026759145,NA,NA,NA
"two.two.mcmc","null_sites",2.41220714530119,9.87139922375525,7.45919207845406,6.70072714506101,NA,NA,NA
"two.two.mcmc","inv_sites",0.0206969798635927,2.93205234026226,2.91135536039867,0.7566555373947,NA,NA,NA
"two.two.vb.mf","null_sites",7.11610875,9.6636235,2.54751475,8.81222418,NA,NA,NA
"two.two.vb.mf","inv_sites",0.0602305,3.19288575,3.13265525,0.7941928009,NA,NA,NA
"two.two.vb.fr","null_sites",3.3296555,5.59286425,2.26320875,4.46620925,NA,NA,NA
"two.two.vb.fr","inv_sites",0.0448080775,2.37503075,2.3302226725,0.54484066302,NA,NA,NA
"three.one.mcmc.base","spp_int",-0.46243845469571,0.707132318020624,1.54721341194257,-0.270691516104369,1.53895613233709,4,6
"three.one.mcmc.base","spp_slp",-1.0782222087051,-0.392659947460459,1.1871723429396,0.0541959422750573,1.66871691478142,4,6
"three.one.mcmc.base","partner_int",-0.128702148215774,0.127470986735298,0.183596457536445,-0.00589070305162969,0.305146872661115,2,8
"three.one.mcmc.base","mean_int",-0.873329183111627,0.65169477229084,1.52502395540247,-0.126329166961639,NA,NA,NA
"three.one.mcmc.base","mean_slp",-0.879432711403706,0.786864510736709,1.66629722214041,0.00735598478758493,NA,NA,NA
