"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.424203993841098,0,20.0865521430969
"one.two.vb.mf",0.62764526927259,0,13.6515321731567
"one.two.vb.fr",0.504785129123739,0,15.3728122711182
"one.three.mcmc",0.445104679053056,0,25.5650110244751
"one.three.vb.mf",0.435308372570305,0,19.6946847438812
"one.three.vb.fr",0.752875898869654,8e-04,22.4528119564056
"two.one.mcmc",0.581550230796779,0,27.5618407726288
"two.one.vb.mf",0.745987516291063,8e-04,21.3211846351624
"two.one.vb.fr",0.911743407186049,8e-04,24.1706957817078
"two.two.mcmc",1.01638820721026,0.244444444444444,406.804917573929
"two.two.vb.mf",1.22656868297069,0.724444444444444,109.191572904587
"two.two.vb.fr",1.01609278707435,0.128888888888889,125.31698846817
"three.one.mcmc.base",Inf,0.049,18.958220243454
"three.one.vb.base.mf",0.492765599529813,0,5.30196166038513
"three.one.vb.base.fr",0.457148068903447,0,4.09360909461975
"three.one.mcmc.partner",0.321648718071688,0,20.0827252864838
"three.one.vb.partner.mf",0.362108750835625,0,4.28580212593079
"three.one.vb.partner.fr",0.332063365595353,0,4.59777069091797
