"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.454756620974217,0,20.0323040485382
"one.two.vb.mf",0.448849830276762,0,14.1353101730347
"one.two.vb.fr",0.49959505609658,0,18.6757843494415
"one.three.mcmc",0.514826848366898,0,25.6305272579193
"one.three.vb.mf",0.423677199614926,0,19.4245195388794
"one.three.vb.fr",0.607259886476864,0,27.2093777656555
"two.one.mcmc",0.449782449665648,0,28.0038669109344
"two.one.vb.mf",0.409362809977394,0,22.0562772750854
"two.one.vb.fr",0.535818136098946,0,24.071907043457
"two.two.mcmc",0.971606740460759,0.235555555555556,354.738385438919
"two.two.vb.mf",1.27338517477295,0.644444444444444,111.836845874786
"two.two.vb.fr",0.984041366087331,0.128888888888889,126.137691736221
"three.one.mcmc.base",0.53411477281023,0,17.8666529655457
"three.one.vb.base.mf",0.319590911930612,0,4.95731210708618
"three.one.vb.base.fr",0.512445734617427,0,7.78842163085938
"three.one.mcmc.partner",Inf,0.148,20.8327167034149
"three.one.vb.partner.mf",0.372168418178999,0,4.84725689888
"three.one.vb.partner.fr",0.408248725823176,0,8.12924456596375
