"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.517064701480037,0,19.4543335437775
"one.two.vb.mf",0.571959101530519,0,12.2945578098297
"one.two.vb.fr",0.461605022939724,0,16.1706809997559
"one.three.mcmc",0.435231222287445,0,27.7971098423004
"one.three.vb.mf",0.431828169615704,0,19.4776175022125
"one.three.vb.fr",0.478162542991456,0,21.7036771774292
"two.one.mcmc",0.552859018918648,0,28.1446330547333
"two.one.vb.mf",0.521044761963925,0,21.7334303855896
"two.one.vb.fr",0.534700310271677,0,24.8428227901459
"two.two.mcmc",0.973083418878148,0.168888888888889,554.230291366577
"two.two.vb.mf",1.15749616840221,0.644444444444444,103.141560077667
"two.two.vb.fr",0.870666973197169,0.111111111111111,120.14715886116
"three.one.mcmc.base",0.353345040521459,0,16.8338294029236
"three.one.vb.base.mf",0.509468284505825,0,4.97381496429443
"three.one.vb.base.fr",0.432924301454027,0,5.10218644142151
"three.one.mcmc.partner",0.78087442458411,0.001,17.352796792984
"three.one.vb.partner.mf",0.375046209363839,0,3.66092658042908
"three.one.vb.partner.fr",0.445959272969327,0,4.7701780796051
