"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.459067302535841,0,20.4021983146667
"one.two.vb.mf",0.388476751415974,0,13.199728012085
"one.two.vb.fr",0.422590289744133,0,15.7887551784515
"one.three.mcmc",0.492654701845733,0,26.017397403717
"one.three.vb.mf",0.389603635983749,0,19.7483234405518
"one.three.vb.fr",0.587523593030976,0,25.4941573143005
"two.one.mcmc",0.565924410100096,0,27.8983569145203
"two.one.vb.mf",0.490797168007169,0,21.9024419784546
"two.one.vb.fr",0.626654474162126,0,26.140141248703
"two.two.mcmc",0.981206682158958,0.204444444444444,549.840485095978
"two.two.vb.mf",1.32212908815775,0.631111111111111,106.637801647186
"two.two.vb.fr",0.879290947183401,0.12,125.66937994957
"three.one.mcmc.base",0.741169051635025,0.001,17.5344266891479
"three.one.vb.base.mf",0.377663120535393,0,4.66610860824585
"three.one.vb.base.fr",0.416744834375559,0,5.08804607391357
"three.one.mcmc.partner",0.460217105038197,0,17.3798418045044
"three.one.vb.partner.mf",0.348055123009451,0,4.58680057525635
"three.one.vb.partner.fr",0.345027234211304,0,5.57310485839844
