"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.436419114051769,0,20.5941951274872
"one.two.vb.mf",0.405979796466582,0,13.853173494339
"one.two.vb.fr",0.563291088418243,0,15.2344622612
"one.three.mcmc",0.403695404494628,0,27.6459863185883
"one.three.vb.mf",0.514774360982802,0,20.4084079265594
"one.three.vb.fr",0.443764123652954,0,23.0446488857269
"two.one.mcmc",0.493433540704488,0,27.065596818924
"two.one.vb.mf",0.468119005402731,0,20.969818353653
"two.one.vb.fr",0.630555336546449,0,25.6091957092285
"two.two.mcmc",1.08509336873298,0.24,547.18683552742
"two.two.vb.mf",1.40886954843842,0.608888888888889,110.151460170746
"two.two.vb.fr",0.95876615762366,0.142222222222222,124.059285163879
"three.one.mcmc.base",0.398736090504922,0,17.7528805732727
"three.one.vb.base.mf",0.371681386169999,0,4.39131784439087
"three.one.vb.base.fr",0.715853590757118,0.002,7.0917501449585
"three.one.mcmc.partner",0.363922726378399,0,17.8612265586853
"three.one.vb.partner.mf",0.432657182951339,0,4.89259195327759
"three.one.vb.partner.fr",0.399951711664959,0,4.07082605361938
