"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.386309068545949,0,20.2954313755035
"one.two.vb.mf",0.392170779107306,0,13.0896985530853
"one.two.vb.fr",0.465401718809631,0,16.6212346553802
"one.three.mcmc",0.379023017931351,0,25.7841334342957
"one.three.vb.mf",0.360316034899568,0,18.8556258678436
"one.three.vb.fr",0.481060094029616,0,25.7595281600952
"two.one.mcmc",0.437719619715167,0,29.0336575508118
"two.one.vb.mf",0.507271696867375,0,20.9632079601288
"two.one.vb.fr",0.670653340641361,0,25.2052266597748
"two.two.mcmc",0.99289902888271,0.275555555555556,379.466751098633
"two.two.vb.mf",1.320571497753,0.644444444444444,105.215718269348
"two.two.vb.fr",0.978602948073674,0.191111111111111,122.911127328873
"three.one.mcmc.base",0.423053587847795,0,18.0417158603668
"three.one.vb.base.mf",0.36070982161874,0,4.93293619155884
"three.one.vb.base.fr",0.366949888788091,0,6.28452229499817
"three.one.mcmc.partner",0.327340523630624,0,19.1141893863678
"three.one.vb.partner.mf",0.321792653917703,0,4.43345928192139
"three.one.vb.partner.fr",0.340775910182139,0,5.45109081268311
