"model","max_k","prop_bad_k","elapsed_time_sec"
"one.two.mcmc",0.562551948280889,0,20.5097138881683
"one.two.vb.mf",0.550565051536638,0,12.4743030071259
"one.two.vb.fr",0.536758874081443,0,15.4062793254852
"one.three.mcmc",0.437996746364057,0,25.8578360080719
"one.three.vb.mf",0.39367702515639,0,19.7022001743317
"one.three.vb.fr",0.601151104840386,0,23.4243905544281
"two.one.mcmc",0.457136193334693,0,29.4327363967896
"two.one.vb.mf",0.411976547043786,0,21.3273570537567
"two.one.vb.fr",0.51987485728446,0,25.5108737945557
"two.two.mcmc",0.913875320775245,0.262222222222222,462.008168458939
"two.two.vb.mf",1.31049025013623,0.622222222222222,108.500319242477
"two.two.vb.fr",0.9657053407644,0.177777777777778,125.986008167267
"three.one.mcmc.base",0.397779795073515,0,18.0318686962128
"three.one.vb.base.mf",0.356133405838547,0,5.66205430030823
"three.one.vb.base.fr",0.458063624394848,0,5.05073738098145
"three.one.mcmc.partner",0.323705763570325,0,17.8108384609222
"three.one.vb.partner.mf",0.344276968385439,0,4.33206868171692
"three.one.vb.partner.fr",0.384311605584879,0,4.89924550056458
