"model","max_k","prop_bad_k","elapsed_time_sec"
"two.two.mcmc",1.31971897256791,0.247777777777778,35411.4673576355
"two.two.vb.mf",1.33019579316211,0.653333333333333,5005.72790193558
"two.two.vb.fr",0.924484613428891,0.0422222222222222,5486.12189698219
