"model","max_k","prop_bad_k","elapsed_time_sec"
"two.two.mcmc",1.11340159690663,0.228316326530612,23230.8370449543
"two.two.vb.mf",1.26650905284504,0.654336734693878,3320.35891890526
"two.two.vb.fr",0.909486288004162,0.0420918367346939,3697.12190032005
