"model","max_k","prop_bad_k","elapsed_time_sec"
"two.two.mcmc",1.00479398886875,0.244444444444444,277.551739454269
"two.two.vb.mf",1.08666706259882,0.64,100.034498691559
"two.two.vb.fr",0.964033501683788,0.186666666666667,117.44336438179
