"model","max_k","prop_bad_k","elapsed_time_sec"
"two.two.mcmc",1.29701756033262,0.259259259259259,13466.9248738289
"two.two.vb.mf",1.27343202827186,0.624142661179698,2604.19282627106
"two.two.vb.fr",0.811278038348805,0.0219478737997256,2929.45963191986
